,SMILES,NAME,SOURCE_SPECIES,REFERENCE,NPC_PATHWAY_1,NPC_PATHWAY_2,NPC_PATHWAY_3,NPC_SUPERCLASS_1,NPC_SUPERCLASS_2,NPC_SUPERCLASS_3,NPC_CLASS_1,NPC_CLASS_2,NPC_CLASS_3,NPC_CLASS_4,NPC_IS_GLYCOSIDE,MOL_WT,HBA_COUNT,HBD_COUNT,ROTABLE_BONDS,CLOGP,TPSA,ACID_GROUP_COUNT,BASE_GROUP_COUNT
297,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,['Aflatoxina B1'],[None],['https://doi.org/10.1186/s40550-019-0075-8'],Polyketides,Shikimates and Phenylpropanoids,,Chromanes,Coumarins,,Aflatoxins,Simple coumarins,,,False,312.277,6,0,1,2.2764999999999995,74.97,0,0
298,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2,['Aflatoxina G2'],[None],['https://doi.org/10.1186/s40550-019-0075-8'],Polyketides,,,Chromanes,,,Aflatoxins,,,,False,330.2920000000001,7,0,1,1.7368999999999997,84.20000000000002,0,0
299,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1CCO[C@@H]1O2,['Aflatoxina B2'],[None],['https://doi.org/10.1186/s40550-019-0075-8'],Polyketides,,,Chromanes,,,Aflatoxins,,,,False,314.293,6,0,1,2.1529,74.97,0,0
300,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,['Aflatoxina G1'],[None],['https://doi.org/10.1186/s40550-019-0075-8'],Polyketides,Shikimates and Phenylpropanoids,,Chromanes,Coumarins,,Aflatoxins,Simple coumarins,,,False,328.276,7,0,1,1.8605,84.20000000000002,0,0
301,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=CO[C@@H]1O2,['Aflatoxin M1'],[None],['https://doi.org/10.1186/s40550-019-0075-8'],Polyketides,,,Chromanes,,,Aflatoxins,,,,False,328.276,7,1,1,1.3804999999999996,95.2,0,0
302,CC1=c2c(C)c(O)c(C(=O)O)c(O)c2=CO[C@@H]1C,"['Citrinin', 'Citrinin']","[None, 'Penicillium sp. ']","['https://doi.org/10.1186/s40550-019-0075-8', 'https://doi.org/10.1177/1087057111414893']",Polyketides,,,,,,,,,,False,250.25,4,3,1,0.4317199999999998,86.99000000000001,3,0
303,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)CC(CC(=O)O)C(=O)O,['Esterigmatocistina'],['Fusarium verticillioides'],['https://doi.org/10.3390/toxins11060312'],Polyketides,,,Linear polyketides,,,Open-chain polyketides,,,,False,721.8380000000002,12,8,29,2.564200000000004,288.51,4,1
304,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)CC(CC(=O)O)C(=O)O,"['Fumonisin B2', 'Fumonisin B2']","['Aspergillus niger', 'Fusarium verticillioides']","['https://doi.org/10.3390/toxins11060312', 'https://doi.org/10.3390/toxins11060312']",Polyketides,,,Linear polyketides,,,Open-chain polyketides,,,,False,705.8390000000003,11,7,29,3.5934000000000035,268.28,4,1
305,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@@H](O)[C@H](C)N)OC(=O)CC(CC(=O)O)C(=O)O,"['Fumonisin B3', 'Fumonisin B3']","['Fusarium moniliforme', 'Fusarium verticillioides']","['https://doi.org/10.3390/toxins11060312', 'https://doi.org/10.3390/toxins11060312']",Polyketides,,,Linear polyketides,,,Open-chain polyketides,,,,False,705.8390000000003,11,7,29,3.5934000000000026,268.28,4,1
306,CC[C@H](C)C1C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N1C,"['Enniatina B1', 'Enniatina B1']","['Beauveria bassiana', 'Fusarium spp.']","['https://doi.org/10.3390/ani11082389', 'https://doi.org/10.3390/ani11082389']",Amino acids and Peptides,Polyketides,,Oligopeptides,,,Cyclic peptides,Depsipeptides,,,False,653.8580000000002,9,0,7,3.542500000000004,139.83000000000004,0,3
307,CC(C)C1C(=O)O[C@H](C(C)C)C(=O)N(C)C(C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)C(C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,['Enniatina B'],['Fusarium spp.'],['https://doi.org/10.3390/ani11082389'],Amino acids and Peptides,Polyketides,,Oligopeptides,,,Cyclic peptides,Depsipeptides,,,False,639.8310000000001,9,0,6,3.1524000000000054,139.83000000000004,0,3
308,CC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C1=O,['Beauvericin'],['Fusarium spp.'],['https://doi.org/10.3390/ani11082389'],Amino acids and Peptides,Polyketides,,Oligopeptides,,,Cyclic peptides,Depsipeptides,,,False,783.9630000000001,9,0,9,4.912500000000004,139.83,0,3
309,O=c1cc(O)c1=O,"['Moniliformin', 'Moniliformin']","['Fusarium Fujikuroi', 'Fusarium Sporotrichioides']","['https://doi.org/10.3390/toxins11060312', 'https://doi.org/10.3390/toxins11060312']",Polyketides,,,,,,,,,,False,98.057,3,1,0,-1.0118,54.37,0,0
310,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O,"[""9'Z-Bixin""]",['Bixa orellana'],['https://doi.org/10.34098/2078-3949.38.3.3'],Terpenoids,,,Apocarotenoids,,,Miscellaneous apocarotenoids,,,,False,394.51100000000014,3,1,10,5.810200000000006,63.60000000000001,1,0
311,CC(/C=C/C=C(C)/C=C/C(=O)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O,"[""9'Z-Norbixin""]",['Bixa orellana'],['https://doi.org/10.34098/2078-3949.38.3.3'],Terpenoids,,,Apocarotenoids,,,Miscellaneous apocarotenoids,,,,False,380.4840000000001,2,2,10,5.721800000000005,74.6,2,0
312,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)OC,['cis-Methylbixin'],['Bixa orellana'],['https://doi.org/10.34098/2078-3949.38.3.3'],Terpenoids,,,Apocarotenoids,,,Miscellaneous apocarotenoids,,,,False,408.5380000000002,4,0,10,5.898600000000007,52.60000000000001,0,0
313,COC(=O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)OC,['trans-Methylbixin'],['Bixa orellana'],['https://doi.org/10.34098/2078-3949.38.3.3'],Terpenoids,,,Apocarotenoids,,,Miscellaneous apocarotenoids,,,,False,408.5380000000002,4,0,10,5.898600000000007,52.60000000000001,0,0
314,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC=C(C)CCc1cc(C(=O)O)cc(O)c1O,"['5-geranylgeranyl-3,4-dihydroxybenzoic acid']",['Piper garagaranum'],['https://doi.org/10.1016/j.phytol.2021.10.018'],Terpenoids,,,Diterpenoids,,,,,,,False,426.5970000000002,3,3,12,7.484200000000008,77.76,3,0
315,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)ccc1O,['3-geranylgeranyl-4-hydroxybenzoic acid'],['Piper garagaranum'],['https://doi.org/10.1016/j.phytol.2021.10.018'],Terpenoids,,,Diterpenoids,,,,,,,False,410.5980000000001,2,2,12,7.778600000000008,57.53,2,0
316,C/C=C(\C)[C@@H]1C(C)=C[C@]2(C)C[C@H](C)C[C@H](C)[C@H]2C1C(=O)C1=CC(O)(Cc2c[nH]c3ccccc23)NC1=O,['Codinaeopsin'],['Codinaeopsis sp.'],['https://doi.org/10.1021/ol801726k'],Amino acids and Peptides,Polyketides,,Cyclic polyketides,,,3-Decalinoyltetramic acids,,,,False,500.6830000000002,3,3,5,5.871300000000006,82.19,1,0
317,CC1O[C@H](c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C(O)C1=O,"['Cassiaoccidentalin B', 'Cassiaoccidentalin B']","['Chamaecrista nictitans', 'Chamaecrista nictitans']","['https://doi.org/10.1007/s11306-019-1475-8', 'https://doi.org/10.1007/s00216-014-7982-6']",Shikimates and Phenylpropanoids,,,Flavonoids,,,Flavones,,,,True,576.5070000000003,14,8,4,-0.1151,236.80999999999997,4,0
318,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,"['Fisetin ', 'Fisetin']","['Chamaecrista nictitans', 'Chamaecrista nictitans']","['https://doi.org/10.1007/s11306-019-1475-8', 'https://doi.org/10.1007/s00216-014-7982-6']",Shikimates and Phenylpropanoids,,,Flavonoids,,,Flavonols,,,,False,286.23900000000003,6,4,1,2.282400000000001,111.13,3,0
319,CC1COCC2(NCCCNC3(COCC(C)O3)C(=O)CCC(=O)N(O)CCCCCN(O)C(=O)CCC2=O)O1,['Nicoyamycin A'],['Streptomyces nicoyae'],['https://doi.org/10.1039/C7CC07732G'],Alkaloids,,,Lysine alkaloids,,,Piperidine alkaloids,,,,False,572.6560000000004,12,4,0,0.1370000000000062,176.19999999999996,2,2
320,O=C1C2C[C@H](O)CN2C(=O)C2CCCN12,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,,,Lysine alkaloids,,,,,,,False,210.233,3,1,0,-1.0471999999999992,60.85,0,2
321,O=c1c(CCC(O)O)nc(O)c2n1CCC2,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,,,Nicotinic acid alkaloids,,,Pyridine alkaloids,,,,False,226.23199999999997,6,3,3,-0.8616000000000008,95.58,0,0
322,O=c1c(CCC(O)O)nc(O)c2n1CCCC2,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,,,Nicotinic acid alkaloids,,,Pyridine alkaloids,,,,False,240.25899999999996,6,3,3,-0.4715000000000009,95.58,0,0
323,CC(=O)C1NC(=O)C2CCCN2C1O,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,,,Lysine alkaloids,Ornithine alkaloids,,Indolizidine alkaloids,Pyrrolidine alkaloids,,,False,198.222,4,2,1,-1.1433999999999993,69.64,1,1
324,O=c1c(CC(O)O)nc(O)c2n1CCC2,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,,,Nicotinic acid alkaloids,,,Pyridine alkaloids,,,,False,212.205,6,3,2,-1.2517000000000005,95.58,0,0
325,O=C1NCC(=O)N2CCCC12,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Alkaloids,Amino acids and Peptides,,Lysine alkaloids,Small peptides,,,,,,False,154.169,2,1,0,-0.8928000000000005,49.41,1,1
326,CC1NC(=O)C2CCCCN2C1=O,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Amino acids and Peptides,,,,,,,,,,False,182.223,2,1,0,-0.1142000000000003,49.41,1,1
327,CC1NC(=O)C2CCCN2C1=O,[None],['Henriettea tuberculosa'],['https://doi.org/10.1016/j.bmcl.2016.03.115'],Amino acids and Peptides,,,,,,,,,,False,168.19599999999997,2,1,0,-0.5043000000000004,49.41,1,1
328,O=CN(O)CCC[C@@H](NC(=O)[C@H](CO)NC(O)c1coc(-c2ccccc2O)n1)C(=O)N1NCCCC[C@@H]1C(=O)NCCC(=O)O,['Cahuitamycin A'],"['Streptomyces g, ocaensis']",['https://doi.org/10.1038/ncomms10710'],Amino acids and Peptides,,,Oligopeptides,,,Depsipeptides,Linear peptides,,,False,649.6580000000002,13,9,17,-1.422199999999992,267.13000000000005,5,3
329,[14CH3]C(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)[C@H](CO)NC(=O)c1ccccc1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(=O)O,['Cahuitamycin B'],"['Streptomyces g, ocaensis']",['https://doi.org/10.1038/ncomms10710'],Amino acids and Peptides,,,Oligopeptides,Small peptides,,Linear peptides,Tripeptides,,,False,669.66524199,12,10,17,-3.450799999999989,287.27000000000004,7,2
330,Cc1cccc(O)c1-c1nc(C(O)N[C@@H](CO)C(=O)N[C@H](CCCN(O)C=O)C(=O)N2NCCC[C@@H]2C(=O)NCCC(=O)O)co1,['Cahuitamycin C'],"['Streptomyces g, ocaensis']",['https://doi.org/10.1038/ncomms10710'],Amino acids and Peptides,,,Oligopeptides,,,Depsipeptides,Linear peptides,,,False,649.6580000000002,13,9,17,-1.503879999999993,267.13,5,3
331,CC1C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)C(C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O[C@H](C)C[C@H]2CC[C@@H]1O2,['Nonactin'],['Streptomyces sp. M54'],['https://doi.org/10.1007/s10482-021-01520-y'],Polyketides,,,Polyethers,,,Macrotetrolides,,,,False,736.9400000000002,12,0,0,6.022000000000007,142.11999999999998,0,0
332,CCC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,['Monactin'],['Streptomyces sp. M54'],['https://doi.org/10.1007/s10482-021-01520-y'],Polyketides,,,Polyethers,,,Macrotetrolides,,,,False,750.9670000000002,12,0,1,6.412100000000007,142.12,0,0
333,CCC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,['Dinactin'],['Streptomyces sp. M54'],['https://doi.org/10.1007/s10482-021-01520-y'],Polyketides,,,Polyethers,,,Macrotetrolides,,,,False,764.9940000000003,12,0,2,6.802200000000008,142.12,0,0
334,CC[C@@H]1C[C@H]2CC[C@H](O2)C(C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](CC)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O1,['Trinactin'],['Streptomyces sp. M54'],['https://doi.org/10.1007/s10482-021-01520-y'],Polyketides,,,Polyethers,,,Macrotetrolides,,,,False,779.0210000000002,12,0,3,7.192300000000008,142.12,0,0
335,CC[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](CC)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](CC)C[C@@H]2CC[C@@H](O2)C(C)C(=O)O1,['Tetranactin'],['Streptomyces sp. M54'],['https://doi.org/10.1007/s10482-021-01520-y'],Polyketides,,,Polyethers,,,Macrotetrolides,,,,False,793.0480000000001,12,0,4,7.58240000000001,142.12,0,0
336,C[C@@H]1C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O[C@H]([C@@H]2CCCC2C(=O)O)C/C=C/C=C(/C#N)[C@H](O)[C@@H](C)C1,['Borrelidin'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00133'],Polyketides,,,Macrolides,,,Erythromycins,,,,False,489.65300000000025,6,3,2,4.6355800000000045,127.85,1,0
337,C[C@@H]1C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O[C@H]([C@@H]2CCCC2C(N)=O)C/C=C/C=C(/C#N)[C@H](O)[C@@H](C)C1,['Borrelidin CR1'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00133'],Polyketides,,,Macrolides,,,,,,,False,488.66900000000027,6,3,2,4.036280000000002,133.64,0,0
338,CC(=O)NC/C1=C/C=C/C[C@@H]([C@@H]2CCCC2C(N)=O)OC(=O)C[C@H](O)[C@@H](C)C[C@@H](C)C[C@@H](C)C[C@H](C)[C@H]1O,['Borrelidin CR2'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00133'],Polyketides,,,Macrolides,,,,,,,False,534.7380000000004,6,4,4,3.6488000000000023,138.95000000000002,1,0
339,COCC(=O)NC(C(=O)C(C)C)C(O)N1NCCCC1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(N)=O)C1=O,['Actinoramide A'],['Streptomyces ballenaensis'],['https://doi.org/10.1021/acs.jnatprod.5b00489'],Amino acids and Peptides,,,Oligopeptides,,,Linear peptides,,,,False,661.757,11,7,15,-1.849599999999988,232.73,3,3
340,COCC(=O)NC(C(=O)C(C)C)C(O)N1NCCCC1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(C)=O)C1=O,['Actinoramide B'],['Streptomyces ballenaensis'],['https://doi.org/10.1021/acs.jnatprod.5b00489'],Amino acids and Peptides,,,Oligopeptides,,,Linear peptides,,,,False,660.769,11,6,15,-1.381799999999988,206.71,3,3
341,COCC(=O)NC(C(=O)C(C)C)C(O)N1N=CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CCN(C(N)=O)C1=O,['Actinoramide D'],['Streptomyces ballenaensis'],['https://doi.org/10.1021/acs.jnatprod.5b00489'],Amino acids and Peptides,,,Oligopeptides,,,Linear peptides,,,,False,659.741,11,6,15,-1.3683999999999892,233.06,3,2
342,COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(O)Nc1c[nH]c(=O)nc1O)[C@H](O)C(C)C,['Actinoramide E'],['Streptomyces ballenaensis'],['https://doi.org/10.1021/acs.jnatprod.5b00489'],Amino acids and Peptides,,,Oligopeptides,,,Linear peptides,,,,False,647.7300000000001,12,9,15,-1.4259999999999933,238.47,2,3
343,COC(=O)N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(/C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@@H]7C[C@@H](O)[C@@H](OC)[C@H](C)O7)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3C(=O)O[C@]4(C[C@@H](C)C(CO)=C[C@H]4/C=C\2C)C3=O)C[C@]1(C)N,['Lobophorin A'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1157.4019999999998,20,6,11,4.62810000000001,288.7799999999999,1,1
344,COC(=O)N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(/C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@@H]7C[C@@H](O)[C@@H](OC)[C@H](C)O7)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3C(=O)O[C@]4(C[C@@H](C)C(CO)=C[C@H]4/C=C\2C)C3=O)C[C@]1(C)[N+](=O)[O-],['Lobophorin B'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1187.3839999999998,21,5,12,4.94610000000001,305.8999999999999,1,0
345,COC(=O)N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(\C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@@H]7C[C@@H](O)[C@@H](OC)[C@H](C)O7)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3C(=O)O[C@]4(C[C@@H](C)C(C)=C[C@H]4/C=C/2C)C3=O)C[C@]1(C)[N+](=O)[O-],['Lobophorin E'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1171.3849999999998,20,4,11,5.97370000000001,285.67,1,0
346,COC(=O)N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(\C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3C(=O)O[C@]4(C[C@@H](C)C(C)=C[C@H]4/C=C/2C)C3=O)C[C@]1(C)[N+](=O)[O-],['Lobophorin F'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1027.2149999999997,17,4,8,5.438600000000005,257.98,1,0
347,COC(=O)N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(/C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@@H]7C[C@@H](O)[C@@H](OC)[C@H](C)O7)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3C(=O)O[C@]4(C[C@@H](C)C(CO)=C[C@H]4/C=C\2C)C3=O)C[C@]1(C)O,['Lobophorin CR1'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1158.3859999999995,20,6,11,4.66170000000001,282.98999999999995,1,0
348,C=C1C(O)C[C@H](O[C@H]2C[C@](C)([N+](=O)[O-])[C@@H](NC(=O)OC)[C@@H](C)O2)C(C)=C[C@@H]2C=C(CO)[C@H](C)C[C@]23OC(=O)C(C(=O)[C@@]2(C)[C@H]4[C@H](C=C[C@@H]12)[C@@H](O[C@H]1C[C@@H](O[C@H]2C[C@@H](O)[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@H](C)O5)[C@H](C)O2)[C@@H](O)[C@H](C)O1)[C@@H](C)C[C@@H]4C)C3=O,['Lobophorin CR2'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1203.383,22,6,12,3.916900000000012,326.13,1,0
349,C=C1C(OO)C[C@H](O[C@H]2C[C@](C)([N+](=O)[O-])[C@@H](NC(=O)OC)[C@@H](C)O2)C(C)=C[C@@H]2C=C(CO)[C@H](C)C[C@]23OC(=O)C(C(=O)[C@@]2(C)[C@H]4[C@H](C=C[C@@H]12)[C@@H](O[C@H]1C[C@@H](O[C@H]2C[C@@H](O)[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@H](C)O5)[C@H](C)O2)[C@@H](O)[C@H](C)O1)[C@@H](C)C[C@@H]4C)C3=O,['Lobophorin CR3'],[None],['https://doi.org/10.1021/acsmedchemlett.5b00127'],Polyketides,,,Macrolides,,,Spirotetronate macrolides,,,,True,1219.3819999999998,23,6,13,4.414200000000012,335.36,2,0
350,COC1=CC(C)=CC(C)[C@@H](O)[C@@H](C)CC(C)=CC=C[C@H](OC)C(C(C)C(C)O)OC1=O,['Bafilomycin analog'],['Streptomyces sp.'],['https://doi.org/10.1177/1087057114564868'],Polyketides,,,Macrolides,,,Bafilomycins,,,,False,436.58900000000017,6,2,4,3.946000000000004,85.22,0,0
351,O=C1CC(O)Cc2c(O)ccc(O)c21,"['(R)-4,6,8-trihydroxy-3,4-dihydro-1(2H)-naphthalenone']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Polyketides,,,Naphthalenes,,,Naphthalenones,,,,False,194.186,4,3,0,0.5875999999999997,77.76,2,0
352,CC(=O)C[C@H]1Cc2cc(O)cc(O)c2C(=O)O1,"['6,8-dihydroxy-(3R)-(2-oxopropyl)-3,4-dihydroisocoumarin']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,236.223,5,2,2,1.1584,83.83,2,0
353,CC(=O)Cc1cc2cc(O)cc(O)c2c(=O)o1,"['6,8-dihydroxy-3-(2-oxopropyl)-isocoumarin']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,234.207,5,2,2,1.3357,87.74,2,0
354,C[C@H](O)Cc1cc2cc(O)cc(O)c2c(=O)o1,"['6,8‑dihydroxy‑3‑[(2S)‑2‑hydroxypropyl]‑isocoumarin']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,236.223,5,3,2,1.1275000000000002,90.9,2,0
355,CC(=O)Cc1cc(O)cc(O)c1C(=O)O,"['2,4‑dihydroxy‑6‑(2‑oxopropyl)‑benzoic acid']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Phenolic acids (C6-C1),,,Simple phenolic acids,,,,False,210.185,4,3,3,0.9275,94.83,3,0
356,Cc1cc2cc(O)cc(O)c2c(=O)o1,"['6,8‑dihydroxy‑3‑methylisocoumarin', '6,8-dihydroxy-3-methyl-1H-isochromen-1-one']","['Xylariaceae sp. CR1546C', 'Aurapex penicillata']","['https://doi.org/10.3184/174751914X14175406270662', 'https://doi.org/10.1016/j.bmcl.2012.07.075']",Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,192.17,4,2,0,1.51262,70.67,2,0
357,CC1Cc2c(O)c(O)cc(O)c2C(=O)O1,"['5,6,8‑trihydroxy‑3(R)‑methyl‑3,4‑dihydroisocoumarin']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,210.18499999999997,5,3,0,0.9047999999999998,86.99,3,0
358,CC1Cc2cc(O)cc(O)c2C(=O)O1,"['6,8‑dihydroxy‑3(R)‑methyl‑3,4‑dihydroisocoumarin']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Shikimates and Phenylpropanoids,,,Coumarins,,,Isocoumarins,,,,False,194.18599999999995,4,2,0,1.1991999999999998,66.76,2,0
359,O=C1CC(O)C(O)c2cccc(O)c21,"['(3R,4S)‑3,4,8‑trihydroxy‑3,4‑dihydro‑1(2H)‑naphthalenone']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Polyketides,,,Naphthalenes,,,Naphthalenones,,,,False,194.186,4,3,0,0.3728999999999998,77.76,1,0
360,O=C1CC(O)C(O)c2cc(O)cc(O)c21,"['(3S,4S)‑3,4,6,8‑tetrahydroxy‑3,4‑dihydro‑1(2H)‑naphthalenone']",['Xylariaceae sp. CR1546C'],['https://doi.org/10.3184/174751914X14175406270662'],Polyketides,,,Naphthalenes,,,Naphthalenones,,,,False,210.185,5,4,0,0.0784999999999999,97.99,2,0
